school_year,division_number,division_name,level,test_level,pass_count,total_count,pass_rate,test_year,grade,demographic,max_grade,years_from_end,cohort,division_use,region,division,mean_rate,direction,average,demographic_use,level_use
2016-2017,107,Covington City,Disadvan,Grade 6,15,29,51.72,2017,6,Socioeconomics,8,2,2019,covington_city,Region 6 – Western Virginia,Covington City,66.185,-1,66.67,socioeconomics,disadvan
2016-2017,23,Craig County,Other,Grade 6,13,17,76.47,2017,6,Socioeconomics,8,2,2019,craig_county,Region 6 – Western Virginia,Craig County,76.87,-1,76.92,socioeconomics,other
2016-2017,23,Craig County,Disadvan,Grade 6,17,22,77.27,2017,6,Socioeconomics,8,2,2019,craig_county,Region 6 – Western Virginia,Craig County,76.87,1,76.92,socioeconomics,disadvan
2016-2017,24,Culpeper County,Other,Grade 6,250,294,85.03,2017,6,Socioeconomics,8,2,2019,culpeper_county,Region 4 – Northern Virginia,Culpeper County,77.91499999999999,1,78.49,socioeconomics,other
2016-2017,24,Culpeper County,Disadvan,Grade 6,177,250,70.8,2017,6,Socioeconomics,8,2,2019,culpeper_county,Region 4 – Northern Virginia,Culpeper County,77.91499999999999,-1,78.49,socioeconomics,disadvan
2016-2017,25,Cumberland County,Other,Grade 6,28,31,90.32,2017,6,Socioeconomics,8,2,2019,cumberland_county,Region 8 – Southside,Cumberland County,78.495,1,74.47,socioeconomics,other
2016-2017,25,Cumberland County,Disadvan,Grade 6,42,63,66.67,2017,6,Socioeconomics,8,2,2019,cumberland_county,Region 8 – Southside,Cumberland County,78.495,-1,74.47,socioeconomics,disadvan
2016-2017,108,Danville City,Other,Grade 6,91,166,54.82,2017,6,Socioeconomics,8,2,2019,danville_city,Region 6 – Western Virginia,Danville City,48.96,1,47.99,socioeconomics,other
2016-2017,108,Danville City,Disadvan,Grade 6,100,232,43.1,2017,6,Socioeconomics,8,2,2019,danville_city,Region 6 – Western Virginia,Danville City,48.96,-1,47.99,socioeconomics,disadvan
2016-2017,26,Dickenson County,Other,Grade 6,42,51,82.35,2017,6,Socioeconomics,8,2,2019,dickenson_county,Region 7 – Southwest,Dickenson County,80.83,1,80.43,socioeconomics,other
2016-2017,26,Dickenson County,Disadvan,Grade 6,69,87,79.31,2017,6,Socioeconomics,8,2,2019,dickenson_county,Region 7 – Southwest,Dickenson County,80.83,-1,80.43,socioeconomics,disadvan
2016-2017,27,Dinwiddie County,Other,Grade 6,117,143,81.82,2017,6,Socioeconomics,8,2,2019,dinwiddie_county,Region 1 – Central Virginia,Dinwiddie County,77.66499999999999,1,77.55,socioeconomics,other
2016-2017,27,Dinwiddie County,Disadvan,Grade 6,111,151,73.51,2017,6,Socioeconomics,8,2,2019,dinwiddie_county,Region 1 – Central Virginia,Dinwiddie County,77.66499999999999,-1,77.55,socioeconomics,disadvan
2016-2017,28,Essex County,Other,Grade 6,19,28,67.86,2017,6,Socioeconomics,8,2,2019,essex_county,Region 3 – Northern Neck,Essex County,68.345,-1,68.57,socioeconomics,other
2016-2017,28,Essex County,Disadvan,Grade 6,53,77,68.83,2017,6,Socioeconomics,8,2,2019,essex_county,Region 3 – Northern Neck,Essex County,68.345,1,68.57,socioeconomics,disadvan
2016-2017,29,Fairfax County,Other,Grade 6,9118,9802,93.02,2017,6,Socioeconomics,8,2,2019,fairfax_county,Region 4 – Northern Virginia,Fairfax County,79.38,1,85.55,socioeconomics,other
2016-2017,29,Fairfax County,Disadvan,Grade 6,2431,3698,65.74,2017,6,Socioeconomics,8,2,2019,fairfax_county,Region 4 – Northern Virginia,Fairfax County,79.38,-1,85.55,socioeconomics,disadvan
2016-2017,109,Falls Church City,Other,Grade 6,158,167,94.61,2017,6,Socioeconomics,8,2,2019,falls_church_city,Region 4 – Northern Virginia,Falls Church City,80.64,1,92.31,socioeconomics,other
2016-2017,109,Falls Church City,Disadvan,Grade 6,10,15,66.67,2017,6,Socioeconomics,8,2,2019,falls_church_city,Region 4 – Northern Virginia,Falls Church City,80.64,-1,92.31,socioeconomics,disadvan
2016-2017,30,Fauquier County,Other,Grade 6,495,581,85.2,2017,6,Socioeconomics,8,2,2019,fauquier_county,Region 4 – Northern Virginia,Fauquier County,74.89500000000001,1,79.75,socioeconomics,other
2016-2017,30,Fauquier County,Disadvan,Grade 6,135,209,64.59,2017,6,Socioeconomics,8,2,2019,fauquier_county,Region 4 – Northern Virginia,Fauquier County,74.89500000000001,-1,79.75,socioeconomics,disadvan
2016-2017,31,Floyd County,Other,Grade 6,67,73,91.78,2017,6,Socioeconomics,8,2,2019,floyd_county,Region 6 – Western Virginia,Floyd County,85.265,1,84.97,socioeconomics,other
2016-2017,31,Floyd County,Disadvan,Grade 6,63,80,78.75,2017,6,Socioeconomics,8,2,2019,floyd_county,Region 6 – Western Virginia,Floyd County,85.265,-1,84.97,socioeconomics,disadvan
2016-2017,32,Fluvanna County,Other,Grade 6,162,187,86.63,2017,6,Socioeconomics,8,2,2019,fluvanna_county,Region 5 – Valley,Fluvanna County,72.57,1,77.22,socioeconomics,other
2016-2017,32,Fluvanna County,Disadvan,Grade 6,55,94,58.51,2017,6,Socioeconomics,8,2,2019,fluvanna_county,Region 5 – Valley,Fluvanna County,72.57,-1,77.22,socioeconomics,disadvan
2016-2017,135,Franklin City,Other,Grade 6,22,27,81.48,2017,6,Socioeconomics,8,2,2019,franklin_city,Region 2 – Tidewater,Franklin City,75.625,1,74.29,socioeconomics,other
2016-2017,135,Franklin City,Disadvan,Grade 6,30,43,69.77,2017,6,Socioeconomics,8,2,2019,franklin_city,Region 2 – Tidewater,Franklin City,75.625,-1,74.29,socioeconomics,disadvan
2016-2017,33,Franklin County,Other,Grade 6,241,263,91.63,2017,6,Socioeconomics,8,2,2019,franklin_county,Region 6 – Western Virginia,Franklin County,80.815,1,80.88,socioeconomics,other
2016-2017,33,Franklin County,Disadvan,Grade 6,182,260,70,2017,6,Socioeconomics,8,2,2019,franklin_county,Region 6 – Western Virginia,Franklin County,80.815,-1,80.88,socioeconomics,disadvan
2016-2017,34,Frederick County,Other,Grade 6,557,660,84.39,2017,6,Socioeconomics,8,2,2019,frederick_county,Region 4 – Northern Virginia,Frederick County,72.03,1,75.64,socioeconomics,other
2016-2017,34,Frederick County,Disadvan,Grade 6,216,362,59.67,2017,6,Socioeconomics,8,2,2019,frederick_county,Region 4 – Northern Virginia,Frederick County,72.03,-1,75.64,socioeconomics,disadvan
2016-2017,110,Fredericksburg City,Other,Grade 6,84,92,91.3,2017,6,Socioeconomics,8,2,2019,fredericksburg_city,Region 3 – Northern Neck,Fredericksburg City,77.09,1,74.55,socioeconomics,other
2016-2017,110,Fredericksburg City,Disadvan,Grade 6,83,132,62.88,2017,6,Socioeconomics,8,2,2019,fredericksburg_city,Region 3 – Northern Neck,Fredericksburg City,77.09,-1,74.55,socioeconomics,disadvan
2016-2017,111,Galax City,Other,Grade 6,32,35,91.43,2017,6,Socioeconomics,8,2,2019,galax_city,Region 7 – Southwest,Galax City,79.37,1,77.01,socioeconomics,other
2016-2017,111,Galax City,Disadvan,Grade 6,35,52,67.31,2017,6,Socioeconomics,8,2,2019,galax_city,Region 7 – Southwest,Galax City,79.37,-1,77.01,socioeconomics,disadvan
2016-2017,35,Giles County,Other,Grade 6,70,80,87.5,2017,6,Socioeconomics,8,2,2019,giles_county,Region 7 – Southwest,Giles County,84.925,1,84.85,socioeconomics,other
2016-2017,35,Giles County,Disadvan,Grade 6,70,85,82.35,2017,6,Socioeconomics,8,2,2019,giles_county,Region 7 – Southwest,Giles County,84.925,-1,84.85,socioeconomics,disadvan
2016-2017,36,Gloucester County,Other,Grade 6,183,209,87.56,2017,6,Socioeconomics,8,2,2019,gloucester_county,Region 3 – Northern Neck,Gloucester County,79.73,1,80.94,socioeconomics,other
2016-2017,36,Gloucester County,Disadvan,Grade 6,110,153,71.9,2017,6,Socioeconomics,8,2,2019,gloucester_county,Region 3 – Northern Neck,Gloucester County,79.73,-1,80.94,socioeconomics,disadvan
2016-2017,37,Goochland County,Other,Grade 6,130,140,92.86,2017,6,Socioeconomics,8,2,2019,goochland_county,Region 1 – Central Virginia,Goochland County,88.095,1,90,socioeconomics,other
2016-2017,37,Goochland County,Disadvan,Grade 6,50,60,83.33,2017,6,Socioeconomics,8,2,2019,goochland_county,Region 1 – Central Virginia,Goochland County,88.095,-1,90,socioeconomics,disadvan
2016-2017,38,Grayson County,Other,Grade 6,40,45,88.89,2017,6,Socioeconomics,8,2,2019,grayson_county,Region 7 – Southwest,Grayson County,78.775,1,76.79,socioeconomics,other
2016-2017,38,Grayson County,Disadvan,Grade 6,46,67,68.66,2017,6,Socioeconomics,8,2,2019,grayson_county,Region 7 – Southwest,Grayson County,78.775,-1,76.79,socioeconomics,disadvan
2016-2017,39,Greene County,Other,Grade 6,112,144,77.78,2017,6,Socioeconomics,8,2,2019,greene_county,Region 5 – Valley,Greene County,64.58,1,66.4,socioeconomics,other
2016-2017,39,Greene County,Disadvan,Grade 6,56,109,51.38,2017,6,Socioeconomics,8,2,2019,greene_county,Region 5 – Valley,Greene County,64.58,-1,66.4,socioeconomics,disadvan
2016-2017,40,Greensville County,Other,Grade 6,33,42,78.57,2017,6,Socioeconomics,8,2,2019,greensville_county,Region 8 – Southside,Greensville County,67.66499999999999,1,62.75,socioeconomics,other
2016-2017,40,Greensville County,Disadvan,Grade 6,63,111,56.76,2017,6,Socioeconomics,8,2,2019,greensville_county,Region 8 – Southside,Greensville County,67.66499999999999,-1,62.75,socioeconomics,disadvan
2016-2017,41,Halifax County,Other,Grade 6,118,136,86.76,2017,6,Socioeconomics,8,2,2019,halifax_county,Region 8 – Southside,Halifax County,72.845,1,69.44,socioeconomics,other
2016-2017,41,Halifax County,Disadvan,Grade 6,132,224,58.93,2017,6,Socioeconomics,8,2,2019,halifax_county,Region 8 – Southside,Halifax County,72.845,-1,69.44,socioeconomics,disadvan
2016-2017,112,Hampton City,Other,Grade 6,525,629,83.47,2017,6,Socioeconomics,8,2,2019,hampton_city,Region 2 – Tidewater,Hampton City,76.005,1,75.03,socioeconomics,other
2016-2017,112,Hampton City,Disadvan,Grade 6,560,817,68.54,2017,6,Socioeconomics,8,2,2019,hampton_city,Region 2 – Tidewater,Hampton City,76.005,-1,75.03,socioeconomics,disadvan
2016-2017,42,Hanover County,Other,Grade 6,989,1131,87.44,2017,6,Socioeconomics,8,2,2019,hanover_county,Region 1 – Central Virginia,Hanover County,74.045,1,83.15,socioeconomics,other
2016-2017,42,Hanover County,Disadvan,Grade 6,131,216,60.65,2017,6,Socioeconomics,8,2,2019,hanover_county,Region 1 – Central Virginia,Hanover County,74.045,-1,83.15,socioeconomics,disadvan
2016-2017,113,Harrisonburg City,Other,Grade 6,106,119,89.08,2017,6,Socioeconomics,8,2,2019,harrisonburg_city,Region 5 – Valley,Harrisonburg City,69.45,1,61.79,socioeconomics,other
2016-2017,113,Harrisonburg City,Disadvan,Grade 6,135,271,49.82,2017,6,Socioeconomics,8,2,2019,harrisonburg_city,Region 5 – Valley,Harrisonburg City,69.45,-1,61.79,socioeconomics,disadvan
2016-2017,43,Henrico County,Other,Grade 6,1910,2180,87.61,2017,6,Socioeconomics,8,2,2019,henrico_county,Region 1 – Central Virginia,Henrico County,71.655,1,74.29,socioeconomics,other
2016-2017,43,Henrico County,Disadvan,Grade 6,870,1562,55.7,2017,6,Socioeconomics,8,2,2019,henrico_county,Region 1 – Central Virginia,Henrico County,71.655,-1,74.29,socioeconomics,disadvan
2016-2017,44,Henry County,Other,Grade 6,199,249,79.92,2017,6,Socioeconomics,8,2,2019,henry_county,Region 6 – Western Virginia,Henry County,74.96000000000001,1,74.76,socioeconomics,other
2016-2017,44,Henry County,Disadvan,Grade 6,189,270,70,2017,6,Socioeconomics,8,2,2019,henry_county,Region 6 – Western Virginia,Henry County,74.96000000000001,-1,74.76,socioeconomics,disadvan
2016-2017,45,Highland County,Disadvan,Grade 6,9,11,81.82,2017,6,Socioeconomics,8,2,2019,highland_county,Region 5 – Valley,Highland County,81.82,1,86.67,socioeconomics,disadvan
2016-2017,114,Hopewell City,Other,Grade 6,76,114,66.67,2017,6,Socioeconomics,8,2,2019,hopewell_city,Region 1 – Central Virginia,Hopewell City,62.5,1,61.85,socioeconomics,other
2016-2017,114,Hopewell City,Disadvan,Grade 6,91,156,58.33,2017,6,Socioeconomics,8,2,2019,hopewell_city,Region 1 – Central Virginia,Hopewell City,62.5,-1,61.85,socioeconomics,disadvan
2016-2017,46,Isle of Wight County,Other,Grade 6,246,270,91.11,2017,6,Socioeconomics,8,2,2019,isle_of_wight_county,Region 2 – Tidewater,Isle of Wight County,84.16499999999999,1,85.98,socioeconomics,other
2016-2017,46,Isle of Wight County,Disadvan,Grade 6,122,158,77.22,2017,6,Socioeconomics,8,2,2019,isle_of_wight_county,Region 2 – Tidewater,Isle of Wight County,84.16499999999999,-1,85.98,socioeconomics,disadvan
2016-2017,48,King George County,Other,Grade 6,201,228,88.16,2017,6,Socioeconomics,8,2,2019,king_george_county,Region 3 – Northern Neck,King George County,78.84,1,82.28,socioeconomics,other
2016-2017,48,King George County,Disadvan,Grade 6,73,105,69.52,2017,6,Socioeconomics,8,2,2019,king_george_county,Region 3 – Northern Neck,King George County,78.84,-1,82.28,socioeconomics,disadvan
2016-2017,50,King William County,Other,Grade 6,79,106,74.53,2017,6,Socioeconomics,8,2,2019,king_william_county,Region 3 – Northern Neck,King William County,64.59,1,65.63,socioeconomics,other
2016-2017,50,King William County,Disadvan,Grade 6,47,86,54.65,2017,6,Socioeconomics,8,2,2019,king_william_county,Region 3 – Northern Neck,King William County,64.59,-1,65.63,socioeconomics,disadvan
2016-2017,49,King and Queen County,Other,Grade 6,20,21,95.24,2017,6,Socioeconomics,8,2,2019,king_and_queen_county,Region 3 – Northern Neck,King and Queen County,87.62,1,85.71,socioeconomics,other
2016-2017,49,King and Queen County,Disadvan,Grade 6,28,35,80,2017,6,Socioeconomics,8,2,2019,king_and_queen_county,Region 3 – Northern Neck,King and Queen County,87.62,-1,85.71,socioeconomics,disadvan
2016-2017,51,Lancaster County,Other,Grade 6,23,24,95.83,2017,6,Socioeconomics,8,2,2019,lancaster_county,Region 3 – Northern Neck,Lancaster County,81.25,1,75.64,socioeconomics,other
2016-2017,51,Lancaster County,Disadvan,Grade 6,36,54,66.67,2017,6,Socioeconomics,8,2,2019,lancaster_county,Region 3 – Northern Neck,Lancaster County,81.25,-1,75.64,socioeconomics,disadvan
2016-2017,52,Lee County,Other,Grade 6,91,109,83.49,2017,6,Socioeconomics,8,2,2019,lee_county,Region 7 – Southwest,Lee County,73.35,1,73.49,socioeconomics,other
2016-2017,52,Lee County,Disadvan,Grade 6,67,106,63.21,2017,6,Socioeconomics,8,2,2019,lee_county,Region 7 – Southwest,Lee County,73.35,-1,73.49,socioeconomics,disadvan
2016-2017,137,Lexington City,Other,Grade 6,46,50,92,2017,6,Socioeconomics,8,2,2019,lexington_city,Region 5 – Valley,Lexington City,71,1,81.82,socioeconomics,other
2016-2017,137,Lexington City,Disadvan,Grade 6,8,16,50,2017,6,Socioeconomics,8,2,2019,lexington_city,Region 5 – Valley,Lexington City,71,-1,81.82,socioeconomics,disadvan
2016-2017,53,Loudoun County,Other,Grade 6,4625,5059,91.42,2017,6,Socioeconomics,8,2,2019,loudoun_county,Region 4 – Northern Virginia,Loudoun County,78.61,1,87.32,socioeconomics,other
2016-2017,53,Loudoun County,Disadvan,Grade 6,635,965,65.8,2017,6,Socioeconomics,8,2,2019,loudoun_county,Region 4 – Northern Virginia,Loudoun County,78.61,-1,87.32,socioeconomics,disadvan
2016-2017,54,Louisa County,Other,Grade 6,166,195,85.13,2017,6,Socioeconomics,8,2,2019,louisa_county,Region 5 – Valley,Louisa County,72.955,1,74.43,socioeconomics,other
2016-2017,54,Louisa County,Disadvan,Grade 6,93,153,60.78,2017,6,Socioeconomics,8,2,2019,louisa_county,Region 5 – Valley,Louisa County,72.955,-1,74.43,socioeconomics,disadvan
2016-2017,55,Lunenburg County,Other,Grade 6,28,32,87.5,2017,6,Socioeconomics,8,2,2019,lunenburg_county,Region 8 – Southside,Lunenburg County,71.875,1,64.06,socioeconomics,other
2016-2017,55,Lunenburg County,Disadvan,Grade 6,54,96,56.25,2017,6,Socioeconomics,8,2,2019,lunenburg_county,Region 8 – Southside,Lunenburg County,71.875,-1,64.06,socioeconomics,disadvan
2016-2017,115,Lynchburg City,Other,Grade 6,184,216,85.19,2017,6,Socioeconomics,8,2,2019,lynchburg_city,Region 5 – Valley,Lynchburg City,67.07,1,62.08,socioeconomics,other
2016-2017,115,Lynchburg City,Disadvan,Grade 6,186,380,48.95,2017,6,Socioeconomics,8,2,2019,lynchburg_city,Region 5 – Valley,Lynchburg City,67.07,-1,62.08,socioeconomics,disadvan
2016-2017,56,Madison County,Other,Grade 6,56,75,74.67,2017,6,Socioeconomics,8,2,2019,madison_county,Region 4 – Northern Virginia,Madison County,67.33500000000001,1,67.59,socioeconomics,other
2016-2017,56,Madison County,Disadvan,Grade 6,42,70,60,2017,6,Socioeconomics,8,2,2019,madison_county,Region 4 – Northern Virginia,Madison County,67.33500000000001,-1,67.59,socioeconomics,disadvan
2016-2017,143,Manassas City,Other,Grade 6,190,217,87.56,2017,6,Socioeconomics,8,2,2019,manassas_city,Region 4 – Northern Virginia,Manassas City,75.225,1,72.9,socioeconomics,other
2016-2017,143,Manassas City,Disadvan,Grade 6,200,318,62.89,2017,6,Socioeconomics,8,2,2019,manassas_city,Region 4 – Northern Virginia,Manassas City,75.225,-1,72.9,socioeconomics,disadvan
2016-2017,144,Manassas Park City,Other,Grade 6,77,102,75.49,2017,6,Socioeconomics,8,2,2019,manassas_park_city,Region 4 – Northern Virginia,Manassas Park City,71.315,1,70.66,socioeconomics,other
2016-2017,144,Manassas Park City,Disadvan,Grade 6,94,140,67.14,2017,6,Socioeconomics,8,2,2019,manassas_park_city,Region 4 – Northern Virginia,Manassas Park City,71.315,-1,70.66,socioeconomics,disadvan
2016-2017,116,Martinsville City,Other,Grade 6,24,33,72.73,2017,6,Socioeconomics,8,2,2019,martinsville_city,Region 6 – Western Virginia,Martinsville City,64.935,1,61.07,socioeconomics,other
2016-2017,116,Martinsville City,Disadvan,Grade 6,56,98,57.14,2017,6,Socioeconomics,8,2,2019,martinsville_city,Region 6 – Western Virginia,Martinsville City,64.935,-1,61.07,socioeconomics,disadvan
2016-2017,57,Mathews County,Other,Grade 6,38,48,79.17,2017,6,Socioeconomics,8,2,2019,mathews_county,Region 3 – Northern Neck,Mathews County,81.775,-1,81.25,socioeconomics,other
2016-2017,57,Mathews County,Disadvan,Grade 6,27,32,84.38,2017,6,Socioeconomics,8,2,2019,mathews_county,Region 3 – Northern Neck,Mathews County,81.775,1,81.25,socioeconomics,disadvan
2016-2017,58,Mecklenburg County,Other,Grade 6,108,127,85.04,2017,6,Socioeconomics,8,2,2019,mecklenburg_county,Region 8 – Southside,Mecklenburg County,72.685,1,70.42,socioeconomics,other
2016-2017,58,Mecklenburg County,Disadvan,Grade 6,111,184,60.33,2017,6,Socioeconomics,8,2,2019,mecklenburg_county,Region 8 – Southside,Mecklenburg County,72.685,-1,70.42,socioeconomics,disadvan
2016-2017,59,Middlesex County,Other,Grade 6,47,55,85.45,2017,6,Socioeconomics,8,2,2019,middlesex_county,Region 3 – Northern Neck,Middlesex County,82.52000000000001,1,82.69,socioeconomics,other
2016-2017,59,Middlesex County,Disadvan,Grade 6,39,49,79.59,2017,6,Socioeconomics,8,2,2019,middlesex_county,Region 3 – Northern Neck,Middlesex County,82.52000000000001,-1,82.69,socioeconomics,disadvan
2016-2017,60,Montgomery County,Other,Grade 6,417,469,88.91,2017,6,Socioeconomics,8,2,2019,montgomery_county,Region 6 – Western Virginia,Montgomery County,76.58500000000001,1,80.36,socioeconomics,other
2016-2017,60,Montgomery County,Disadvan,Grade 6,160,249,64.26,2017,6,Socioeconomics,8,2,2019,montgomery_county,Region 6 – Western Virginia,Montgomery County,76.58500000000001,-1,80.36,socioeconomics,disadvan
2016-2017,62,Nelson County,Other,Grade 6,47,53,88.68,2017,6,Socioeconomics,8,2,2019,nelson_county,Region 5 – Valley,Nelson County,72.91,1,70,socioeconomics,other
2016-2017,62,Nelson County,Disadvan,Grade 6,44,77,57.14,2017,6,Socioeconomics,8,2,2019,nelson_county,Region 5 – Valley,Nelson County,72.91,-1,70,socioeconomics,disadvan
2016-2017,63,New Kent County,Other,Grade 6,155,193,80.31,2017,6,Socioeconomics,8,2,2019,new_kent_county,Region 1 – Central Virginia,New Kent County,76.325,1,78.75,socioeconomics,other
2016-2017,63,New Kent County,Disadvan,Grade 6,34,47,72.34,2017,6,Socioeconomics,8,2,2019,new_kent_county,Region 1 – Central Virginia,New Kent County,76.325,-1,78.75,socioeconomics,disadvan
2016-2017,117,Newport News City,Other,Grade 6,629,793,79.32,2017,6,Socioeconomics,8,2,2019,newport_news_city,Region 2 – Tidewater,Newport News City,67.47,1,65.35,socioeconomics,other
2016-2017,117,Newport News City,Disadvan,Grade 6,633,1138,55.62,2017,6,Socioeconomics,8,2,2019,newport_news_city,Region 2 – Tidewater,Newport News City,67.47,-1,65.35,socioeconomics,disadvan
2016-2017,118,Norfolk City,Other,Grade 6,554,687,80.64,2017,6,Socioeconomics,8,2,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,70.69,1,67.45,socioeconomics,other
2016-2017,118,Norfolk City,Disadvan,Grade 6,820,1350,60.74,2017,6,Socioeconomics,8,2,2019,norfolk_city,Region 2 – Tidewater,Norfolk City,70.69,-1,67.45,socioeconomics,disadvan
2016-2017,65,Northampton County,Other,Grade 6,14,16,87.5,2017,6,Socioeconomics,8,2,2019,northampton_county,Region 2 – Tidewater,Northampton County,78.535,1,72.22,socioeconomics,other
2016-2017,65,Northampton County,Disadvan,Grade 6,64,92,69.57,2017,6,Socioeconomics,8,2,2019,northampton_county,Region 2 – Tidewater,Northampton County,78.535,-1,72.22,socioeconomics,disadvan
2016-2017,66,Northumberland County,Other,Grade 6,30,30,100,2017,6,Socioeconomics,8,2,2019,northumberland_county,Region 3 – Northern Neck,Northumberland County,85.715,1,80,socioeconomics,other
2016-2017,66,Northumberland County,Disadvan,Grade 6,50,70,71.43,2017,6,Socioeconomics,8,2,2019,northumberland_county,Region 3 – Northern Neck,Northumberland County,85.715,-1,80,socioeconomics,disadvan
2016-2017,119,Norton City,Other,Grade 6,22,26,84.62,2017,6,Socioeconomics,8,2,2019,norton_city,Region 7 – Southwest,Norton City,84.95500000000001,-1,85,socioeconomics,other
2016-2017,119,Norton City,Disadvan,Grade 6,29,34,85.29,2017,6,Socioeconomics,8,2,2019,norton_city,Region 7 – Southwest,Norton City,84.95500000000001,1,85,socioeconomics,disadvan
2016-2017,67,Nottoway County,Other,Grade 6,51,59,86.44,2017,6,Socioeconomics,8,2,2019,nottoway_county,Region 8 – Southside,Nottoway County,75.36500000000001,1,73.43,socioeconomics,other
2016-2017,67,Nottoway County,Disadvan,Grade 6,54,84,64.29,2017,6,Socioeconomics,8,2,2019,nottoway_county,Region 8 – Southside,Nottoway County,75.36500000000001,-1,73.43,socioeconomics,disadvan
2016-2017,68,Orange County,Other,Grade 6,187,214,87.38,2017,6,Socioeconomics,8,2,2019,orange_county,Region 4 – Northern Virginia,Orange County,75.935,1,78.41,socioeconomics,other
2016-2017,68,Orange County,Disadvan,Grade 6,89,138,64.49,2017,6,Socioeconomics,8,2,2019,orange_county,Region 4 – Northern Virginia,Orange County,75.935,-1,78.41,socioeconomics,disadvan
2016-2017,69,Page County,Other,Grade 6,102,120,85,2017,6,Socioeconomics,8,2,2019,page_county,Region 4 – Northern Virginia,Page County,73.12,1,72.69,socioeconomics,other
2016-2017,69,Page County,Disadvan,Grade 6,79,129,61.24,2017,6,Socioeconomics,8,2,2019,page_county,Region 4 – Northern Virginia,Page County,73.12,-1,72.69,socioeconomics,disadvan
2016-2017,70,Patrick County,Other,Grade 6,88,102,86.27,2017,6,Socioeconomics,8,2,2019,patrick_county,Region 6 – Western Virginia,Patrick County,80.05,1,79.9,socioeconomics,other
2016-2017,70,Patrick County,Disadvan,Grade 6,79,107,73.83,2017,6,Socioeconomics,8,2,2019,patrick_county,Region 6 – Western Virginia,Patrick County,80.05,-1,79.9,socioeconomics,disadvan
2016-2017,120,Petersburg City,Other,Grade 6,49,66,74.24,2017,6,Socioeconomics,8,2,2019,petersburg_city,Region 1 – Central Virginia,Petersburg City,58.65,1,52.86,socioeconomics,other
2016-2017,120,Petersburg City,Disadvan,Grade 6,62,144,43.06,2017,6,Socioeconomics,8,2,2019,petersburg_city,Region 1 – Central Virginia,Petersburg City,58.65,-1,52.86,socioeconomics,disadvan
2016-2017,71,Pittsylvania County,Other,Grade 6,217,248,87.5,2017,6,Socioeconomics,8,2,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,80.245,1,78.45,socioeconomics,other
2016-2017,71,Pittsylvania County,Disadvan,Grade 6,300,411,72.99,2017,6,Socioeconomics,8,2,2019,pittsylvania_county,Region 6 – Western Virginia,Pittsylvania County,80.245,-1,78.45,socioeconomics,disadvan
2016-2017,142,Poquoson City,Other,Grade 6,125,134,93.28,2017,6,Socioeconomics,8,2,2019,poquoson_city,Region 2 – Tidewater,Poquoson City,81.36,1,88.24,socioeconomics,other
2016-2017,142,Poquoson City,Disadvan,Grade 6,25,36,69.44,2017,6,Socioeconomics,8,2,2019,poquoson_city,Region 2 – Tidewater,Poquoson City,81.36,-1,88.24,socioeconomics,disadvan
2016-2017,121,Portsmouth City,Other,Grade 6,310,385,80.52,2017,6,Socioeconomics,8,2,2019,portsmouth_city,Region 2 – Tidewater,Portsmouth City,74.205,1,72.84,socioeconomics,other
2016-2017,121,Portsmouth City,Disadvan,Grade 6,406,598,67.89,2017,6,Socioeconomics,8,2,2019,portsmouth_city,Region 2 – Tidewater,Portsmouth City,74.205,-1,72.84,socioeconomics,disadvan
2016-2017,72,Powhatan County,Other,Grade 6,219,258,84.88,2017,6,Socioeconomics,8,2,2019,powhatan_county,Region 1 – Central Virginia,Powhatan County,72.6,1,80.06,socioeconomics,other
2016-2017,72,Powhatan County,Disadvan,Grade 6,38,63,60.32,2017,6,Socioeconomics,8,2,2019,powhatan_county,Region 1 – Central Virginia,Powhatan County,72.6,-1,80.06,socioeconomics,disadvan
2016-2017,73,Prince Edward County,Other,Grade 6,28,34,82.35,2017,6,Socioeconomics,8,2,2019,prince_edward_county,Region 8 – Southside,Prince Edward County,74.50999999999999,1,70.27,socioeconomics,other
2016-2017,73,Prince Edward County,Disadvan,Grade 6,76,114,66.67,2017,6,Socioeconomics,8,2,2019,prince_edward_county,Region 8 – Southside,Prince Edward County,74.50999999999999,-1,70.27,socioeconomics,disadvan
2016-2017,74,Prince George County,Other,Grade 6,212,249,85.14,2017,6,Socioeconomics,8,2,2019,prince_george_county,Region 1 – Central Virginia,Prince George County,78.72999999999999,1,79.81,socioeconomics,other
2016-2017,74,Prince George County,Disadvan,Grade 6,128,177,72.32,2017,6,Socioeconomics,8,2,2019,prince_george_county,Region 1 – Central Virginia,Prince George County,78.72999999999999,-1,79.81,socioeconomics,disadvan
2016-2017,75,Prince William County,Other,Grade 6,3209,3718,86.31,2017,6,Socioeconomics,8,2,2019,prince_william_county,Region 4 – Northern Virginia,Prince William County,75.41,1,77.12,socioeconomics,other
2016-2017,75,Prince William County,Disadvan,Grade 6,1749,2711,64.51,2017,6,Socioeconomics,8,2,2019,prince_william_county,Region 4 – Northern Virginia,Prince William County,75.41,-1,77.12,socioeconomics,disadvan
2016-2017,77,Pulaski County,Other,Grade 6,117,130,90,2017,6,Socioeconomics,8,2,2019,pulaski_county,Region 7 – Southwest,Pulaski County,76.685,1,74.83,socioeconomics,other
